Id,Character,MeanLong,JlptLevel,Meaning,StrokeCount,Freq,AllRebs
42033,辭,"Nói ra thành văn gọi là từ. Như từ chương [辭章]. Cũng có khi dùng chữ từ [詞].##Lời cung của kẻ bị kiện cung ra.##Những lời của dân trình bày cáo tố với quan cũng gọi là từ. Như trình từ [呈辭] lời trình,tố từ [訴辭] lời cáo tố.##Từ giã. Như từ hành [辭行] từ giã ra đi,cáo từ [告辭] nói lời từ giã.##Từ. Khước đi không nhận. Như suy từ [推辭] từ chối không nhận,từ nhượng [辭讓] từ nhường. Nguyên viết là [辤],nay hai chữ đều thông dụng cả.##Thỉnh,xin.##Trách,móc.##Sai đi,khiến đi.##Dị dạng của chữ [辞].,TỪ",N1,,19,10343,ジ | やめる
42034,辯,"Biện bác,tranh biện. Như cao đàm hùng biện [高談雄辯] biện bác hùng dũng.##Trị,làm.,BIỆN",N1,,21,10344,ヘン ベン | あらそう はなびら わける わきまえる
42035,辷,"glide,skate,slip,fail in exams,(kokuji),",N1,,5,10345,すべらす すべる
42036,迚,"some way or other,very,(kokuji),",N1,,8,10346,とても
42037,迥,"Xa lắc,xa xôi vắng vẻ.##Thế đất đột nhiên nổi lên gọi là huýnh. Như tháp thế cô huýnh [塔勢孤迥] thế tháp chót vót đứng một mình.##Khác hẳn,thời vật gì khác hẳn mọi thời vật gọi là huýnh nhiên bất đồng [迥然不同] khác hẳn không cùng.##Còn đọc là quýnh.,HUÝNH, QUÝNH",N1,,9,10347,ギョウ ケイ | はるか
42038,迢,"Điều đệ [迢遰] xa xôi,không biết tin tức nhau. Có khi viết là [迢遞].,ĐIỀU",N1,,9,10348,チョ チョウ
42039,迪,"Tới đến,giẫm. Như địch cát [迪吉] sự tốt lành tới,phúc tới.##Dắt dẫn. Như khải địch [啟迪] mở bảo,dắt dẫn lên,dìu dắt.##Đạo phải.##Làm,tạo tác.##Lấy dùng.##Đến.",N1,ĐỊCH,8,10349,テキ | いたる すすむ みち みちびく
42040,迯,"escape,flee,abscond,dodge,",N1,,9,10350,トウ | にがす にげる のがす のがれる
42041,邇,"Gần. Như mật nhĩ [密邇] gần sát,hà nhĩ [遐邇] xa gần. Luận ngữ [論語] : Thi khả dĩ hưng,khả dĩ quan,khả dĩ quần,khả dĩ oán,nhĩ chi sự phụ,viễn chi sự quân,đa thức ư điểu thú thảo mộc chi danh [詩可以興,可以觀,可以群,可以怨,邇之事父,遠之事君,多識於鳥獸草木之名] (Dương hóa [陽貨]) Xem Thi có thể phấn khởi được ý chí,xem xét được việc hay dở,hòa hợp được với mọi người,bày tỏ được nỗi sầu oán,gần thì học việc thờ cha,xa thì học việc thờ vua,lại biết được nhiều tên chim muông cỏ cây.##Tới gần.##Dị dạng của chữ [迩].,NHĨ",N1,,18,10351,ジ ニ | ちかい
42042,迴,"Trở về.##Vòng quanh,vòng vèo,quanh vòng. Cũng viết là [廻].,HỒI",N1,,10,10352,エ カイ
42043,逅,"Giải cấu [邂逅] gặp gỡ,không hẹn mà gặp. Cùng nghĩa với chữ cấu [遘].,CẤU",N1,,10,10353,コウ | あう まみえる
42044,迹,"Dấu vết. Như túc tích [足迹] vết chân.##Theo dấu,phàm sự vật gì đã qua rồi mà còn có dấu vết để lại cho người noi đó mà tìm kiếm đều gọi là tích. Như trần tích [陳迹] dấu cũ,có khi viết là [蹟] hay là [跡]. Nguyễn Du [阮攸] : Hà xứ thần tiên kinh kỷ thì,Do lưu tiên tích thử giang mi [何處神仙經幾時,猶留仙迹此江湄] (Hoàng hạc lâu [黃鶴樓]) Thần tiên ở nơi nào đến đã trải qua bao thời,Còn để lại dấu tiên ở bờ sông này.##Giản thể của chữ 跡,TÍCH",N1,,10,10354,シャク セキ | あと
42045,迺,"Nguyên là chữ nãi [乃].,NÃI",N1,,10,10355,アイ ダイ ナイ | すなわち なんじ の
42046,逑,"Lứa đôi. Như Thi Kinh [詩經] có câu quân tử hảo cầu [君子好逑] đôi tốt của người quân tử,vợ hiền của người quân tử.##Tích góp,vơ vét.,CẦU",N1,,11,10356,キュウ | つれあい
42047,逕,"Lối hẹp. Con đường hẹp. Nguyễn Du [阮攸] : Vạn thụ tùng sam nhất kính thông [萬樹松杉一逕通] (Đông A sơn lộ hành [東阿山路行]) Một con đường hẹp chạy qua muôn gốc tùng sam.##Thẳng tắp. Như kính giao [逕交] giao thẳng ngay cho.,KÍNH",N1,,11,10357,ケイ | こみち さしわたし ただちに みち
42048,逡,"Lùi lại,rụt lại. Đi không nhích lên được gọi là thuân tuần [逡巡] xun xoe. Cũng  viết là  [逡循].##Nhanh,cùng nghĩa với tuấn [駿].,THUÂN",N1,,11,10358,シュン | しりぞく
42049,逍,"Tiêu dao [逍遙] tiêu dao tự tại,sống một cách ung dung rộng rãi không ai bó buộc được. Như Tiêu dao du [逍遙遊] là nhan đề một chương sách của Trang Tử [莊子],chủ trương tiêu dao tự tại.,TIÊU",N1,,11,10359,ショウ
42050,逞,"Sướng,thích ý.##Buông tuồng. Như sính nhan sắc [逞顏色] nét mặt buông tuồng ra vẻ làm bộ. Sính ác [逞惡] mặc sức làm ác.,SÍNH",N1,,11,10360,テイ | たくましい
42051,逖,"Xa.##Xa đi.,ĐỊCH",N1,,11,10361,テキ | とおい
42052,逋,"Trốn mất,có tội đi trốn gọi là bô. Chỗ các kẻ có tội ẩn núp gọi là bô đào tẩu [逋逃藪].##Còn nợ của nhà nước mà trốn không trả cũng gọi là bô. Như quyên bô [蠲逋] tha cho không đòi những thuế nợ còn mắc. Trả được sạch món nợ gọi là nhất thanh túc bô [一清宿逋].,BÔ",N1,,11,10362,フ ホ | のがれる
42053,逧,"ravine,valley,",N1,,11,10363,さこ せこ
42054,逶,"Uy dĩ [逶迤] đi lượn,đi xiên.,UY",N1,,12,10364,イ
42055,逵,"Con đường cái thông cả bốn phương tám ngả.,QUỲ",N1,,12,10365,キ | おおじ
42056,逹,"arrive at,reach,intelligent,",N1,,12,10366,ダ タツ | -たち
42057,迸,"Cũng như chữ [逬].,BÍNH",N1,,10,10367,ヒョウ ホウ | はしる ほとばしる
42058,遏,"Ngăn cấm. Như cấm át loạn manh [禁遏亂萌] cấm tiệt mầm loạn.,ÁT",N1,,12,10368,アツ | とめる とどめる
42059,遐,"Xa. Như hà phương [遐方] phương xa,hà nhĩ [遐邇] xa gần,v.v.##Cùng nghĩa với chữ hà [何] sao.,HÀ",N1,,13,10369,カ | とおい なんぞ
42060,遑,"Kíp,gấp. Như hoàng bách [遑迫] vội vàng.##Rỗi nhàn,thư nhàn. Như mạc cảm hoặc hoàng [莫敢或遑] (Thi Kinh [詩經]) chẳng ai dám rỗi nhàn một chút nào.,HOÀNG",N1,,13,10370,カン コウ | いとま ひま
42061,遒,"Cấp bách.##Sắp hết. Như tuế tù [歲遒] năm sắp hết.##Họp,góp lại.##Cứng mạnh.##Bền chắc.,TÙ",N1,,13,10371,シュウ | せまる つよい
42062,逎,"strong,unyielding,forceful,",N1,,11,10372,シュウ | せまる つよい
42063,遉,"Tục dùng như chữ trinh [偵].,TRÌNH",N1,,13,10373,テイ | うかがう さすが
42064,逾,"Vượt qua. Như du hà [逾河] vượt qua sông.##Hơn. Như niên du thất thập [年逾七十] tuổi hơn bảy mươi.##Càng.,DU",N1,,13,10374,ユ | いよいよ こえる
42065,遖,"bravo,admirable,",N1,,13,10375,あっぱれ
42066,遘,"Gặp.,CẤU",N1,,14,10376,コウ | あう まみえる
42067,遞,"Thay đổi,lần lượt.##Một âm là đái. Xúm quanh.,ĐỆ, ĐÁI",N1,,14,10377,テイ | かわる たがいに
42068,遨,"Đi chơi ung dung không câu thúc gì. Như ngao du [遨遊] rong chơi.,NGAO",N1,,15,10378,ゴウ | あそぶ
42069,遯,"Trốn. Cùng nghĩa với chữ độn [遁]. Nguyễn Du [阮攸] : Độn cuồng quân tử các toàn thân [遯狂君子各全身] (Tỷ can mộ [比干墓]) Bậc quân tử phải đi trốn hoặc giả điên để khỏi bị giết.##Lừa dối.,ĐỘN",N1,,15,10379,トン | のがれる
42070,遶,"Vòng quanh,cùng nghĩa chữ nhiễu [繞]. Tô Đông Pha [蘇東坡] : Lục thủy nhân gia nhiễu [綠水人家遶] Dòng nước biếc lượn quanh nhà.,NHIỄU",N1,,16,10380,ジョウ ニョウ | めぐる
42071,隨,"Theo sau. Cứ đi theo sau chân người,đi nghỉ chóng chầy đều tùy người gọi là  tùy.##Xướng tùy [倡隨] đạo vợ chồng,gióng lên trước là xướng,thuận theo sau là  tùy. Phu xướng phụ tùy [夫倡婦隨],lời ông Quan Duẫn Tử [關尹子] nói,ý nói chồng hay lấy ý đốc suất người,vợ hay thuận theo lời chồng chỉ bảo vậy.##Thuận. Như tùy khẩu [隨口] thuận miệng,tùy thủ [隨手] thuận tay,v.v.##Tùy cơ mà ứng ngay. Như tùy thời [隨時] tùy thời mà xử,tùy xứ [隨處] tùy nơi mà định,v.v.##Ngón chân.##Tùy hỉ [隨喜] tiếng nhà Phật,nói nghĩa hẹp là tùy ý mình thích mà làm như bố thí,cúng dâng,v.v. Nói nghĩa rộng thì đi thăm cảnh chùa cũng gọi là tùy hỉ,người ta làm việc thiện mình không làm chỉ thêm vào cũng gọi là tùy hỉ,không ứng theo người hành động gì cũng gọi là tùy hỉ.##Dị dạng của chữ [随].,TÙY",N1,,16,10381,ズイ | したがう まにまに
42072,遲,"Chậm chạp. Trần Nhân Tông [陳仁宗] : Dương liễu hoa thâm điểu ngữ trì [楊柳花深鳥語遲] (Xuân cảnh [春景]) Hoa dương liễu rậm rạp,chim hót chậm rãi.##Đi thong thả,lâu,chậm.##Trì trọng.##Một âm là trí. Đợi. Như trí quân vị chí [遲君未至] đợi anh chưa đến,trí minh [遲明] đợi một tí nữa thì sáng.,TRÌ, TRÍ",N1,,16,10382,チ | おくらす おくれる おそい
42073,邂,"Giải cấu [邂逅] gặp gỡ,không hẹn mà gặp.,GIẢI",N1,,17,10383,カイ | あう
42074,遽,"Vội vàng. Như cấp cự [急遽] vội vàng,sự gì thốt nhiên dồn đến gọi là cự nhĩ như thử [遽爾如此].##Sợ hãi. Như hoàng cự [遑遽] kinh hoàng.##Chạy trạm đưa,dùng xe mà đưa tin gọi là truyền [傳],dùng ngựa mà đưa tin gọi là cự [遽].##Bèn,dùng làm trợ từ.,CỰ",N1,,17,10384,キョ | あわてる あわただしい すみやか にわか
42075,邁,"Đi xa.##Quá hơn. Như đăng tam mại ngũ [登三邁五] hơn cả năm đời Ngũ đế trước.##Già. Như lão mại [老邁] già cả.,MẠI",N1,,17,10385,バイ マイ | ゆく
42076,邀,"Mời,đón. Như yêu thỉnh [邀請] đón mời,yêu khách [邀客] mời khách. Mạnh Hạo Nhiên [孟浩然] : Cố nhân cụ kê thử,Yêu ngã chí điền gia [故人具雞黍,邀我至田家] (Quá cố nhân trang [過故人莊]) Bạn cũ bày biện cơm gà,Mời ta đến chơi nhà ở nơi vườn ruộng.##Đón cầu,cầu may. Như yêu thưởng [邀賞] đón cầu phần thưởng.,YÊU",N1,,17,10386,ヨウ | むかえる もとめる
42077,邊,"Ven bờ. Như giang biên [江邊] ven bờ sông.##Bên cõi,chỗ địa phận nước này giáp nước kia. Như biên phòng [邊防] sự phòng bị ngoài biên.##Bên. Như lưỡng biên [兩邊] hai bên. Một mặt gọi là nhất biên [一邊].##Đường viền,đính vào bên mép áo cho đẹp.,BIÊN",N1,,19,10387,ヘン | あたり -べ ほとり
42078,邉,"Một dạng của chữ [邊].,BIÊN",N1,,18,10388,ヘン | あたり -べ ほとり
42079,邏,"Tuần canh. Lính đi tuần canh gọi là la tốt [邏卒].##Ngăn che. Sắc núi quanh vòng gọi là la.,LA",N1,,23,10389,ラ | めぐる
42080,邨,"Nguyên là chữ thôn [村].,THÔN",N1,,7,10390,ソン | むら
42081,邯,"Hàm Đan [邯鄲] tên một ấp ngày xưa. Trong truyện truyền kỳ có truyện hàm đan mộng [邯鄲夢] chép tích Lư Sinh [盧生] gặp Lã Đỗng Tân [呂洞賓] ở trong đường Hàm Đan. Tức là giấc hoàng lương mộng [黃梁夢].##Chương Hàm [章邯] tên người.,HÀM",N1,,8,10391,カン
42082,邱,"Tên đất. Nay mượn dùng như chữ khâu [丘] (gò) để tránh tên húy đức Khổng Tử [孔子].,KHÂU",N1,,8,10392,キュウ | おか
42083,邵,"Tên đất.##Dùng như chữ [召],họ Thiệu.,THIỆU",N1,,8,10393,ショウ
42084,郢,"Kinh đô nước Sở [楚] ngày xưa,nay thuộc về địa phận tỉnh Hồ Bắc. Nguyễn Du [阮攸] : Yên,Dĩnh thành trung lai hà vi ? [鄢郢城中來何爲] (Phản chiêu hồn [反招魂]) (Khuất Nguyên [屈原]) còn trở về thành Yên,thành Dĩnh làm gì ?,DĨNH",N1,,10,10394,エイ
42085,郤,"Cùng nghĩa với chữ khích [隙],nghĩa là khoảng. Như khích địa [郤地] chỗ đất giáp giới với nhau. Hai bên không hòa hợp với nhau gọi là hữu khích [有郤].##Chỗ xương thịt giáp nhau.##Họ Khích.##Tên đất.,KHÍCH",N1,,10,10395,キャク ケキ ゲキ
42086,郛,"Cái thành ngoài,quách,khu ngoại ô.,PHU",N1,,10,10396,フ | くるわ
42087,鄂,"Tên một ấp của nước Sở [楚] ngày xưa,thuộc huyện Vũ Xương tỉnh Hồ Bắc.##Ngoài cõi,ven cõi. Như ngấn ngạc [垠鄂] chỗ hai cõi đất cách nhau.##Ngạc nhiên,thấy ở bề ngoài.##Họ Ngạc.,NGẠC",N1,,12,10397,ガク
42088,鄒,"Nước Trâu,đời Xuân Thu [春秋] gọi là [邾],đời Chiến Quốc [戰國] đổi là [鄒]. Thuộc tỉnh Sơn Đông bây giờ. Nguyễn Du [阮攸] : Hà xứ thánh hiền tùng bách hạ ? Biệt thành huyền tụng Lỗ Trâu dư [何處聖賢松柏下，別城絃誦魯鄒餘] (Đông lộ [東路]) Dưới cây tùng cây bá,thánh hiền ở nơi nào ? Trong thành nước Lỗ nước Trâu,tiếng đàn tiếng đọc sách vẫn còn lưa.,TRÂU",N1,,13,2283,シュ シュウ スウ
42089,鄙,"Ấp ngoài ven biên thùy,cõi. Như tứ bỉ [四鄙] bốn cõi.##Hẹp hòi,hèn mọn. Như bỉ phu [鄙夫] kẻ thô bỉ,hẹp hòi,dốt nát. Kẻ keo kiệt tiền của gọi là bỉ lận [鄙吝].##Khinh bỉ. Như xuy bỉ [嗤鄙] chê cười khinh khi.##Dùng làm lời nói khiêm. Như bỉ ý [鄙意] ý hẹp hòi của tôi,bỉ nhân [鄙人] kẻ hèn dốt này.,BỈ",N1,,14,10398,ヒ | いやしい ひな ひなびる
42090,鄲,"Hàm Đan [邯鄲] tên huyện. Xem chữ hàm [邯].,ĐAN",N1,,15,10399,タン
42091,鄰,"Láng giềng. Ngày xưa cứ năm nhà ở một khu gọi là lân,các nhà ở gần nhà mình đều gọi là lân. Như trạch lân [擇鄰] chọn láng giềng,nước ở gần với nước mình gọi là lân quốc [鄰國] nước láng giềng.##Gần kề,tới. Như người sắp chết gọi là dữ quỷ vi lân [與鬼爲鄰] gần kề với ma.##Kẻ giúp đỡ hai bên tả hữu.,LÂN",N1,,16,10400,リン | となる となり
42092,酊,"Mính đính [酩酊] say rượu,say mèm. Cao Bá Quát [高伯适] : Mính đính quy lai bất dụng phù [酩酊歸來不用扶] (Bạc vãn túy quy [薄晚醉歸]) Chuếnh choáng say về không đợi dắt.,ĐÍNH",N1,,9,10401,テイ | よう
42093,酖,"Mê rượu.##Một âm là chậm. Cùng nghĩa với chữ [鴆] nghĩa là rượu pha thuốc độc.,ĐAM, CHẬM",N1,,11,10402,タン チン | ふける
42094,酘,"rebrew,ferment again,",N1,,11,10403,トウ
42095,酣,"Vui chén,uống rượu vui thích. Đặng Dung [鄧容] : Vô cùng thiên địa nhập hàm ca [無窮天地入酣歌] Đất trời mênh mông thu lại là một cuộc say hát. Phan Kế Bính dịch : Trời đất vô cùng một cuộc say.##Vui mãi,miệt mài. Như hàm thụy [酣睡] ngủ say,hàm chiến [酣戰] đánh ham.,HÀM",N1,,12,10404,カン | たけなわ
42096,酥,"Váng sữa. Lấy sữa bò sữa dê chế làm đồ ăn gọi là lạc [酪],trên món lạc có một từng sữa đóng đông lại gọi là tô [酥]. Trên phần tô có chất như dầu gọi là đê hồ [醍醐].##Tục gọi món ăn nhào dầu với bột là tô. Đồ ăn thức nào xốp mà chóng nhừ cũng gọi là tô.##Đồ tô [酴酥] tên một thứ rượu,tục gọi là đồ tô [屠酥].,TÔ",N1,,12,10405,ソ
42097,酩,"Mính đính [酩酊] say rượu,say mèm. Cao Bá Quát [高伯适] : Mính đính quy lai bất dụng phù [酩酊歸來不用扶] (Bạc vãn túy quy [薄晚醉歸]) Chuếnh choáng say về không đợi dắt.,MÍNH",N1,,13,10406,メイ | よう
42098,酳,"drunken babbling,offer,",N1,,14,10407,イン シン
42099,酲,"Bệnh rượu. Cơn say rượu. Như túc trình vị tỉnh [宿酲未醒] cơn say cũ chưa tỉnh.,TRÌNH",N1,,14,10408,テイ
42100,醋,"Giấm.##Tục gọi các sự ganh ghét là hữu thố ý [有醋意]. Sách Tục Văn Hiến Thông Khảo nói con sư tử mỗi ngày ăn hết một bình giấm,nói ví như đàn bà ghen,vì thế đời sau mới gọi đàn bà ghen là sư tử.,THỐ",N1,,15,10409,サク | す
42101,醉,"Say rượu.Vương Hàn [王翰] : Túy ngọa sa trường quân mạc tiếu,Cổ lai chinh chiến kỷ nhân hồi [醉臥沙場君莫笑,古來征戰幾人回] Say nằm ở sa trường xin bạn đừng cười,xưa nay chinh chiến mấy người về.##Say đắm. Như túy tâm âu hoá [醉心歐化] lòng say mê phong hóa châu Âu.##Ngâm rượu.,TÚY",N1,,15,10410,スイ | よい よう
42102,醂,"remove astringency,bleach in water,",N1,,15,10411,ラン リン | あわす さわす
42103,醢,"Thịt ướp,mắm thịt.##Phàm người hay vật đã bị xẻ cắt ra đều gọi là hải.##Băm thịt tội nhân (một hình phạt thời xưa ở Trung Quốc).,HẢI",N1,,17,10412,カイ | しおから ししびしお ひしお
42104,醫,"Chữa bệnh. Như tựu y [就醫] tới chữa bệnh.##Thầy thuốc.##Ủ xôi làm rượu nếp.,Y",N1,,18,10413,イ | いする いやす くすし
42105,醯,"Giấm.,Ê",N1,,19,10414,カイ ケイ
42106,醪,"Rượu đục. Như thuần lao [醇醪] rượu nồng. Ta quen đọc dao. Nguyễn Trãi [阮廌] : Du nhiên vạn sự vong tình hậu,Diệu lý chân kham phó trọc lao [悠然萬事忘情後,妙理真堪付濁醪] (Chu trung ngẫu thành [舟中偶成]) Muôn việc đời dằng dặc sau khi quên hết,(Thấy) lẽ huyền diệu thật đáng phó cho chén rượu đục.,LAO, DAO",N1,,18,10415,ロウ | にごりざけ もろみ
42107,醵,"Góp tiền làm tiệc tiễn. Vì thế nên thu nhận tiền quà của mọi người cũng gọi là cự. Như cự kim vi thọ [醵金爲壽] góp tiền làm lễ thọ.,CỰ",N1,,20,10416,キョ
42108,醴,"Rượu nếp,rượu ngọt.##Lễ toàn [醴泉] suối nước ngọt.##Cùng nghĩa với chữ lễ [禮].,LỄ",N1,,20,10417,ライ レイ | あまざけ
42109,醺,"Say rượu. Hơi say gọi là bán huân [半醺].##Huân huân [醺醺] nét mặt vui vẻ,hớn hở.,HUÂN",N1,,21,10418,クン | よう
42110,釀,"Gây,cất. Như nhưỡng tửu [釀酒] gây rượu,cất rượu.##Gây lên. Như nhưỡng họa [釀禍] gây lên vạ.##Thái lẫn.,NHƯỠNG",N1,,24,10419,ジョウ | かもす
42111,釁,"Lấy máu muôn sinh bôi vào đồ thờ như chuông trống,v.v.##Lấy phấn sáp thơm xoa vào mình mẩy.##Hia,khe,kẽ. Như vô hấn khả thừa [無釁可乘] không có hia (khe,kẽ) gì có thể thừa cơ vào được.##Động.##Dị dạng của chữ 衅,HẤN",N1,,25,10420,キン | すき ちぬる ひま
42112,釉,"Men sứ. Như thanh dứu từ bình [青釉瓷瓶] bình sứ men xanh.,DỨU",N1,,12,10421,ユウ | うわぐすり
42113,釋,"Cổi ra,nới ra.##Giải thích ra. Giải rõ nghĩa sách gọi là thích hỗ [釋詁] hay thích huấn [釋訓].##Buông. Như kiên trì bất thích [堅持不釋] giữ vững không buông,khai thích vô cô [開釋無辜] buông tha cho kẻ không tội,v.v.##Tiêu tan. Như tâm trung vi chi thích nhiên [心中爲之釋然] trong lòng đã được tiêu tan,không còn vướng vít ân hận gì nữa.##Thích Già [釋迦] danh hiệu vị sáng lập ra Phật giáo. Cho nên các sư gọi là Thích tử [釋子],Phật giáo gọi là Thích giáo [釋教],v.v.##Bỏ.##Nhuần thấm.##Ngâm gạo,vo gạo.##Một âm là dịch. Vui lòng.,THÍCH, DỊCH",N1,,20,10422,シャク セキ | すてる とく ゆるす
42114,釐,"Sửa sang. Như li chánh văn thể [釐正文體] sửa sang thể văn cho đúng.##Li,lai. Đơn vị tỉ lệ lãi,lãi hàng năm 1 li (lai) là 1%. Mười lai là một phân.##Cai trị.##Cho.##Li kim [釐金] một thứ thuế nhà buôn. Cứ trăm phần lấy năm phần gọi là li kim,thường dùng tắt một chữ li.##Một âm là hi. Phúc. Cùng nghĩa với chữ hi [禧].##Dị dạng của chữ [厘].,LI, HI",N1,,18,10423,リ | おさめる さいわい りん
42115,釖,"knife,sword,",N1,,10,10424,トウ | かたな そり
42116,釟,"forge,temper,anneal,",N1,,10,10425,ハチ ハツ
42117,釡,"kettle,cauldron,iron pot,",N1,,10,10426,フ | かま
42118,釛,"gold,",N1,,10,10427,コク | かね
42119,釼,"sword,dagger,saber,",N1,,11,10428,ケン | つるぎ
42120,釵,"Cái thoa cài đầu của đàn bà,cái trâm. Ta quen đọc là chữ thoa. Như kim thoa [金釵] trâm vàng.,SAI, THOA",N1,,11,10429,サ サイ | かざし かんざし
42121,釶,"halberd,",N1,,11,10430,シ
42122,鈞,"Một thứ tính về cân ngày xưa,cứ ba mươi cân gọi là một quân.##Cái compas thợ nặn nặn các đồ tròn,dùng cái vòng quay cho tròn gọi là quân,là cái đồ chế tạo rất khéo của đời xưa,cho nên gọi trời là đại quân [大鈞] ý nói trời đúc nên muôn vật cũng như thợ nặn dùng cái quân. Hun đúc nên người tài cũng gọi là quân đào [鈞陶].##Một tiếng xưng hô tôn quý. Như quân giám [鈞鑒] xin ngài soi xét.##Đều. Cùng nghĩa với chữ quân [均].,QUÂN",N1,,12,10431,キン | ひとしい
42123,釿,"hatchet,",N1,,12,10432,キン
42124,鈔,"Đánh úp,đang khi đánh nhau chia quân lẻn ra sau trận mà đánh úp quân giặc gọi là bao sao [包鈔].##Cướp bóc. Như khấu sao [寇鈔] cướp lấy.##Tịch ký,quan lại phạm tội ăn của đút phải tịch ký hết cơ nghiệp sung công gọi là sao.##Viết tinh tả ra. Như sao tư [鈔胥] kẻ giữ về việc sao lại các văn án.##Chép ra,sao lục. Như thi sao [詩鈔] thơ sao lại.##Một âm là sáo. Bạc giấy. Lấy thuế các cửa ô gọi là sáo quan [鈔關].,SAO, SÁO",N1,,12,10433,ショウ
42125,鈬,"bell,surname,",N1,,12,10434,タク
42126,鈕,"Cái chỗ để cột dây.##Cái cúc áo. Phàm vật gì nhân móc lại mới chặt đều gọi là nữu.,NỮU",N1,,12,10435,ジュウ チュウ | つまみ ぼたん
42127,鈑,"sheet metal,",N1,,12,10436,ハン バン
42128,鉞,"Cái búa lớn.##Sao Việt.,VIỆT",N1,,13,10437,エツ | まさかり
42129,鉗,"Cái kìm gắp.##Một thứ hình phép ngày xưa,lấy sắt kẹp vào cổ. Có khi viết là [鉆] hay [箝].,KIỀM",N1,,13,10438,カン ケン | くびかせ つぐむ
42130,鉅,"To lớn. Cùng nghĩa với chữ cự [巨].##Sắt cứng.##Cái móc.##Sao,làm sao,há. Cùng nghĩa với chữ cự [詎].,CỰ",N1,,13,10439,キョ | はがね
42131,鉉,"Cái tai đỉnh. Tai đỉnh nạm ngọc gọi là ngọc huyễn [玉鉉],nạm vàng gọi là kim huyễn [金鉉].,HUYỄN",N1,,13,10440,ケン | つる
42132,鉤,"Cái móc.##Cái khóa thắt lưng.##Ngày xưa gọi cái liềm là ngải câu [刈鉤].##Cái lưỡi câu.##Phàm cái gì hình như cái móc đều gọi là câu.##Móc mói,móc mói lấy những cái khó khăn gọi là câu. Như Dịch Kinh [易經] nói câu thâm trí viễn [鉤深致遠] tìm xét tới lẽ rất sâu xa.##Dắt dẫn,dắt dẫn người vào đảng với mình gọi là câu đảng [鉤黨].##Lưu lại.,CÂU",N1,,13,10441,ク コウ | かぎ はり ばり
42133,鉈,"hatchet,",N1,,13,10442,シャ | なた ほこ
42134,銕,"iron,strong,solid,firm,",N1,,14,2282,テツ | くろがね
42135,鈿,"Cái bông bèo. Một thứ làm bằng vàng,trên cắm lông con chả,dùng làm đồ trang sức đầu của đàn bà. Đồ sơn khảm chai hay xà cừ gọi là loa điền [螺鈿].,ĐIỀN",N1,,13,10443,テン デン | かんざし
42136,鉋,"Cái bào để bào gỗ cho nhẵn.,BÀO",N1,,13,10444,ビョウ ホウ | かんな
42137,鉐,"brass,",N1,,13,10445,ジャク セキ
42138,銜,"Cái hàm thiết ngựa. Như hàm mai [銜枚]. Xem chữ mai [枚].##Ngậm. Như hàm hoàn [銜環] ngậm vành. Vâng mệnh mà đi gọi là hàm mệnh [銜命]. Tục viết là [啣].##Hàm. Như quan hàm [官銜] hàm quan,chức hàm.##Nuốt. Như hàm hận [銜恨] nuốt giận,ý nói còn tấm tức trong lòng chưa được hả.##Phàm sự gì thuộc về tình không thể quên được đều gọi là hàm. Như hàm ai [銜哀] ngậm thương.,HÀM",N1,,14,10446,カン | くつわ くわえる
42139,銖,"Một cách cân ngày xưa. Hai mươi bốn thù [銖] là một lạng,một lạng ngày xưa tức là nửa lạng bây giờ.##Cùn,nhụt,người Sở gọi dao nhụt là thù.,THÙ",N1,,14,10447,シュ
42140,銓,"Cân nhắc.##Chọn kẻ hiền bổ vào làm quan gọi là thuyên. Như thuyên chuyển [銓轉] bổ và đổi quan chức từ chỗ này qua chỗ khác.,THUYÊN",N1,,14,10448,セン | はかる
42141,銛,"Sắc,nhọn. Đồ binh nhọn sắc gọi là tiêm.##Cái xiên cá.##Một âm là thiểm. Cái mai,cái thuổng.,TIÊM, THIỂM",N1,,14,10449,セン テン | すき もり
42142,鉚,"gold,",N1,,13,10450,リュ | よいかね
42143,鋏,"Cái kìm gắp,cái kìm của thợ đúc,cái gíp.##Cái gươm.,KIỆP",N1,,15,10451,キョウ | つるぎ はさむ はさみ
42144,銹,"Cũng như chữ tú [鏽].,TÚ",N1,,15,10452,シュ シュウ | さび
42145,銷,"Tiêu tan. Cho các loài kim vào lửa nung cho chảy ra gọi là tiêu.##Mòn hết. Như tiêu háo [銷耗] hao mòn,tiêu diệt [銷滅] trừ mất hẳn đi,v.v.##Bán chạy tay,hàng họ bán được gọi là tiêu.##Tiêu trừ đi.,TIÊU",N1,,15,10453,ショウ ソウ | かわす けす とける とろかす
42146,鋩,"Đầu mũi nhọn. Như phong mang [鋒芒] mũi nhọn.,MANG",N1,,14,10454,ボウ | きっさき へさき ほこさき
42147,錏,"armour havelock,helmet neck guard,",N1,,16,10455,ア エ | しころ しろこ
42148,鋺,"metal bowl,",N1,,16,10456,エン | かなまり
42149,鍄,"kind of percussion instrument,clamp,",N1,,16,10457,キョウ リョウ
